type,original-index,augmentation-index,gaussian_noise,blur,rotation_angle,zoom,flip_image
green,064,1,0,0,23.2857601794438,14,vertical
green,064,2,5,1,-20.756556174067807,9,vertical
green,064,3,27,0,-21.672898756578938,9,vertical
green,064,4,40,1,-29.67185834615896,17,horizontal
green,064,5,12,1,16.786388318063885,8,vertical
green,064,6,18,1,24.7242560653127,1,horizontal
green,064,7,8,0,1.1311783534753097,15,vertical
green,064,8,31,0,19.078301829426742,8,both
green,064,9,45,0,6.875862595170972,10,horizontal
green,065,0,50,1,5.649093381453639,20,horizontal
green,065,1,34,0,11.902907958124509,17,vertical
green,065,2,50,1,17.332617871424752,20,vertical
green,065,3,32,1,-23.370652604884118,1,horizontal
green,065,4,42,1,7.2401672419674625,14,both
green,065,5,39,0,4.970077754105233,19,both
green,065,6,10,0,-18.709630676287897,11,horizontal
green,065,7,50,1,-27.15362313559974,11,vertical
green,065,8,13,1,3.8571787324827227,5,horizontal
green,065,9,23,1,16.313901385045106,3,both
green,066,0,9,0,24.420791538874134,0,vertical
green,066,1,50,1,-15.42140034036316,10,both
green,066,2,44,0,-14.586548115938756,15,horizontal
green,066,3,41,1,11.434421708072534,17,horizontal
green,066,4,23,1,-27.966620485543416,17,both
green,066,5,35,1,9.781499738519472,19,horizontal
green,066,6,36,1,-1.8807641446008496,0,both
green,066,7,2,1,28.372287676587447,11,vertical
green,066,8,2,1,-5.7123604757376825,3,horizontal
green,066,9,27,0,10.461520944586539,16,both
green,068,0,41,0,-27.155460621520813,8,horizontal
green,068,1,41,1,28.50358795450687,10,vertical
green,068,2,11,0,-12.248043179643659,8,both
green,068,3,25,0,0.18363875844623578,11,vertical
green,068,4,33,0,-12.771438011248865,17,both
green,068,5,32,0,-0.1801214744074322,13,both
green,068,6,33,1,19.091479955072558,9,vertical
green,068,7,2,0,-11.172968493558919,3,vertical
green,068,8,24,0,0.5972155836030169,15,both
green,068,9,3,1,5.284415228612971,5,both
green,069,0,28,0,22.302521118137932,19,both
green,069,1,13,1,7.900929752190976,19,horizontal
green,069,2,24,0,-14.228954045156222,18,horizontal
green,069,3,4,0,-9.531276122093068,1,horizontal
green,069,4,1,0,-23.394957604617552,4,both
green,069,5,26,1,12.676990661571956,15,both
green,069,6,20,1,-29.589413937810352,8,vertical
green,069,7,2,1,-20.536659059093388,11,vertical
green,069,8,15,1,-14.1342957684675,3,vertical
green,069,9,48,0,9.420822001138468,14,horizontal
green,070,0,34,0,-1.0866483855485853,3,vertical
green,070,1,14,1,-9.757269394809743,7,both
green,070,2,19,0,29.300902334411838,4,both
green,070,3,38,0,-15.313313328305387,5,both
green,070,4,17,0,20.369154976907097,7,vertical
green,070,5,16,0,-20.677941229646862,15,horizontal
green,070,6,36,1,-23.540788717623144,5,both
green,070,7,8,1,-23.768459340931393,1,vertical
green,070,8,12,0,-28.55288455133846,8,both
green,070,9,13,1,14.139834504392006,16,vertical
green,071,0,14,1,-20.320012040488606,1,horizontal
green,071,1,12,1,22.97685301711975,18,horizontal
green,071,2,26,0,3.5195815460100945,7,both
green,071,3,27,0,17.85133779369326,8,vertical
green,071,4,37,1,15.202164166615063,3,vertical
green,071,5,9,0,-5.658565969655758,18,vertical
green,071,6,4,0,-17.451238638745686,0,vertical
green,071,7,45,1,-22.518885570425223,17,both
green,071,8,25,1,3.4842970315329467,1,vertical
green,071,9,38,0,-6.8415075658257365,2,both
green,073,0,19,0,-13.240536196200555,16,vertical
green,073,1,3,1,-22.50704410656488,1,vertical
green,073,2,25,0,-29.668485367407694,1,vertical
green,073,3,48,0,-7.0925300300088026,18,horizontal
green,073,4,33,1,-20.564416265615662,16,both
green,073,5,19,1,-22.184926970031754,1,horizontal
green,073,6,13,1,6.9100746444691765,11,vertical
green,073,7,45,0,-10.994963808274278,8,horizontal
green,073,8,39,0,-7.6188169090181574,12,horizontal
green,073,9,47,1,-29.2169662948386,18,horizontal
green,075,0,36,0,-20.363971184718963,15,both
green,075,1,10,0,16.424467997991073,20,horizontal
green,075,2,16,0,14.622950768147916,19,both
green,075,3,3,1,-12.794232545987143,0,both
green,075,4,15,1,-1.7857930109988587,13,both
green,075,5,20,1,-27.76137092664149,13,horizontal
green,075,6,28,1,28.11836199631707,12,horizontal
green,075,7,31,0,10.927743667402396,18,vertical
green,075,8,17,0,17.532796534009982,13,vertical
green,075,9,40,0,12.82271314770935,11,both
green,076,0,13,1,29.271048520241443,14,horizontal
green,076,1,3,1,3.2441768435773994,4,both
green,076,2,30,0,22.306643461732058,3,vertical
green,076,3,34,1,4.477158833892695,0,horizontal
green,076,4,17,0,15.664183269817471,18,vertical
green,076,5,46,0,6.68827069229296,5,both
green,076,6,37,1,14.650921206475978,16,both
green,076,7,23,1,-11.150408142720686,7,both
green,076,8,16,0,-6.709853210523558,0,both
green,076,9,11,0,1.0507860598841425,5,both
green,077,0,0,0,9.008382379033769,5,both
green,077,1,2,0,22.968773427948783,7,horizontal
green,077,2,23,1,-18.952775559292157,18,vertical
green,077,3,0,0,27.38146336022558,18,vertical
green,077,4,34,0,6.923189691405419,8,both
green,077,5,39,1,-12.552588781738333,19,horizontal
green,077,6,42,0,8.637810831022648,15,both
green,077,7,35,0,3.6357831070297877,12,both
green,077,8,47,1,-15.772314894336175,5,vertical
green,077,9,40,0,-20.735927202488362,19,vertical
green,078,0,24,0,13.623602323284445,9,both
green,078,1,14,1,-23.49312448743796,8,horizontal
green,078,2,49,0,14.34913388062433,9,vertical
green,078,3,16,1,-22.671103553758982,1,vertical
green,078,4,29,1,8.30903222128535,19,both
green,078,5,40,0,5.539245539252072,13,horizontal
green,078,6,48,1,20.482363807063443,19,vertical
green,078,7,37,1,-8.158422560438535,16,horizontal
green,078,8,36,1,29.216249064216647,17,vertical
green,078,9,10,1,-18.5570959436793,10,both
green,080,0,25,1,5.801375596144297,8,vertical
green,080,1,13,0,26.989485178336338,19,both
green,080,2,5,0,-10.7792602789359,12,both
green,080,3,26,0,13.95894782294161,20,horizontal
green,080,4,12,0,-20.112800003140343,3,both
green,080,5,20,1,22.174505690142283,15,vertical
green,080,6,1,1,22.52369905762422,16,vertical
green,080,7,16,0,-9.743462223702032,5,vertical
green,080,8,2,1,26.199402412322037,20,vertical
green,080,9,42,1,-9.27384892766674,8,horizontal
green,081,0,42,0,3.3975535270260835,5,both
green,081,1,38,1,18.290282261211388,19,horizontal
green,081,2,21,0,20.483087649685665,0,horizontal
green,081,3,45,1,-22.090536686248907,7,both
green,081,4,29,1,23.632248148709365,2,horizontal
green,081,5,11,1,-13.631552184374229,19,both
green,081,6,3,1,5.377552205683919,13,vertical
green,081,7,7,0,-11.662496049433585,19,both
green,081,8,26,0,3.016885247163522,7,both
green,081,9,35,0,-15.487967197975184,9,both
green,082,0,44,0,-1.9025861999816662,19,horizontal
green,082,1,3,0,12.589146375716261,15,vertical
green,082,2,5,0,-22.22728280147632,6,both
green,082,3,50,0,-0.518693964774009,16,both
green,082,4,36,0,27.46265629805505,14,horizontal
green,082,5,44,0,-19.296059218979206,13,vertical
green,082,6,9,0,17.644286902062362,5,vertical
green,082,7,47,1,28.33277625893549,18,both
green,082,8,19,1,25.295083721448393,8,vertical
green,082,9,38,0,-13.725599108140926,6,vertical
green,083,0,22,0,-20.759599892791375,20,both
green,083,1,38,1,18.371999773023305,11,horizontal
green,083,2,8,1,-1.1098127342714932,1,horizontal
green,083,3,35,0,-0.406486119490463,5,vertical
green,083,4,40,1,0.03877035286934216,11,both
green,083,5,23,1,-7.402035525049907,11,both
green,083,6,9,1,4.861900206203387,6,vertical
green,083,7,11,1,24.41704022971731,10,vertical
green,083,8,1,1,-29.31796617847949,12,vertical
green,083,9,28,1,19.31945264284807,9,horizontal
green,084,0,5,1,-12.505138439287649,20,horizontal
green,084,1,22,1,1.1202408923755094,16,horizontal
green,084,2,8,0,-29.093607340038794,8,horizontal
green,084,3,21,0,8.313014041483214,7,vertical
green,084,4,35,0,-19.526905719168425,7,horizontal
green,084,5,1,1,-25.239647425102135,8,horizontal
green,084,6,26,1,9.43749086191201,16,horizontal
green,084,7,0,0,-6.1891760490844625,9,vertical
green,084,8,28,0,-23.319203598373505,17,both
green,084,9,22,1,-28.25180953018411,19,both
green,085,0,1,0,28.149992364053396,12,vertical
green,085,1,46,1,11.684606054512443,6,both
green,085,2,43,1,-2.517946834344965,14,vertical
green,085,3,2,0,-8.1108155335731,7,vertical
green,085,4,5,1,-24.495228512178635,0,vertical
green,085,5,37,1,-14.134749207633801,18,horizontal
green,085,6,30,0,27.516015162969502,10,both
green,085,7,13,1,21.275753810024796,15,vertical
green,085,8,18,0,-9.8665277564944,12,horizontal
green,085,9,42,1,17.791895459964053,2,horizontal
green,086,0,7,1,-9.560924252405322,4,both
green,086,1,8,0,16.190176070819703,16,both
green,086,2,9,0,4.794936759741866,2,vertical
green,086,3,19,0,-15.327571792008944,4,horizontal
green,086,4,1,1,-10.86529714227887,3,horizontal
green,086,5,34,1,-9.44397177867981,4,horizontal
green,086,6,44,1,-13.24934803680869,5,both
green,086,7,23,1,-23.25664355099385,19,both
green,086,8,10,0,-23.435344107703614,2,horizontal
green,086,9,43,0,3.715412630635228,6,both
green,087,0,36,1,0.9941661749499922,19,horizontal
green,087,1,45,1,16.461592261585757,8,horizontal
green,087,2,38,0,-3.9752588320218045,1,both
green,087,3,42,1,24.02838299778287,5,both
green,087,4,28,0,20.437613495328016,18,vertical
green,087,5,31,1,22.927773750857142,3,horizontal
green,087,6,13,0,-13.993683144264502,13,both
green,087,7,42,0,11.46024547331153,9,horizontal
green,087,8,2,0,-5.5938855324365875,20,horizontal
green,087,9,20,1,-9.749907329996748,5,vertical
green,088,0,22,1,-29.850825375499923,7,horizontal
green,088,1,2,0,13.589679604553453,5,horizontal
green,088,2,19,0,2.9246564356821523,2,both
green,088,3,30,1,16.41667956006645,5,both
green,088,4,26,0,-7.944145213642802,12,vertical
green,088,5,36,1,-22.56645634029818,2,horizontal
green,088,6,39,0,-6.490241595235734,0,horizontal
green,088,7,15,1,-26.27427978391276,14,horizontal
green,088,8,10,1,22.468146611302544,11,both
green,088,9,35,0,-6.083872991338776,17,vertical
green,089,0,33,1,-25.006209799063832,7,horizontal
green,089,1,48,1,23.37904005072899,4,horizontal
green,089,2,41,0,8.111909522394974,9,vertical
green,089,3,11,0,0.77917246196278,8,both
green,089,4,22,0,-6.64807887872033,10,horizontal
green,089,5,25,0,19.064835228083417,10,both
green,089,6,46,0,-12.003670739768996,19,vertical
green,089,7,22,0,21.077058366841953,2,horizontal
green,089,8,40,1,12.132124619913753,18,horizontal
green,089,9,36,0,-15.622677321771787,13,horizontal
green,090,0,13,0,11.196257840291125,2,vertical
green,090,1,21,0,-27.229619855286863,13,horizontal
green,090,2,2,1,27.099772396261976,18,vertical
green,090,3,38,1,-16.48133069434018,5,both
green,090,4,30,0,8.89701057082609,13,horizontal
green,090,5,48,0,17.77090381274442,11,vertical
green,090,6,8,0,-5.246562185097531,1,both
green,090,7,23,1,-1.9478837920363787,13,vertical
green,090,8,50,0,19.198303099487376,10,horizontal
green,090,9,34,1,-0.9721729557684142,17,vertical
green,092,0,40,1,25.759774815181856,0,vertical
green,092,1,23,0,-25.194615700889834,11,vertical
green,092,2,48,0,-0.7327330670758272,19,horizontal
green,092,3,27,1,15.581106586830927,0,both
green,092,4,39,1,20.47109898480705,20,vertical
green,092,5,20,0,3.5100722968465803,19,vertical
green,092,6,46,0,-15.259369644360632,9,horizontal
green,092,7,8,0,-1.6707843759207783,7,vertical
green,092,8,49,0,-2.187063651636926,11,vertical
green,092,9,25,1,-16.829389217537212,2,horizontal
green,093,0,13,1,11.5729650803152,12,both
green,093,1,35,1,-29.93190992978867,19,horizontal
green,093,2,2,0,22.86316787579051,16,horizontal
green,093,3,36,0,10.09876288637848,3,horizontal
green,093,4,30,0,19.175678151274035,3,vertical
green,093,5,50,1,21.710168675552893,18,vertical
green,093,6,25,1,25.478885829304843,1,vertical
green,093,7,12,1,3.6124670632949574,7,horizontal
green,093,8,19,1,24.89891623892099,12,both
green,093,9,31,1,28.617693846643057,7,vertical
green,094,0,4,1,-24.791731981863556,6,both
green,094,1,46,1,-5.341542643675638,11,vertical
green,094,2,47,0,16.428661721791187,0,both
green,094,3,25,1,28.87609215140609,8,horizontal
green,094,4,44,0,8.881557099416696,0,horizontal
green,094,5,46,0,-15.462475393347537,13,both
green,094,6,42,0,3.83393897460563,5,horizontal
green,094,7,17,0,-13.270878580247903,19,vertical
green,094,8,37,1,29.658265333042742,16,both
green,094,9,4,1,-21.21562224119957,6,vertical
green,095,0,21,0,5.4581076349074,20,vertical
green,095,1,45,1,9.561036738604692,15,horizontal
green,095,2,24,1,21.124876855564743,1,vertical
green,095,3,2,1,-8.19791221612774,0,both
green,095,4,38,0,-5.168636705585531,14,horizontal
green,095,5,46,1,-8.694869197693208,3,vertical
green,095,6,41,1,18.708193297045263,16,both
green,095,7,10,1,-23.727151632823055,6,both
green,095,8,5,0,-2.859767240827267,20,both
green,095,9,50,1,-7.212385158980368,9,horizontal
green,096,0,5,1,15.640698458672723,15,horizontal
green,096,1,37,0,-22.228430112349248,5,horizontal
green,096,2,16,0,14.99966802369682,16,vertical
green,096,3,22,0,8.456901327555677,6,horizontal
green,096,4,37,1,-13.927518349538023,19,horizontal
green,096,5,30,0,27.14223788711095,15,both
green,096,6,47,1,-14.116924432361785,6,vertical
green,096,7,40,1,-17.286623250298625,10,both
green,096,8,13,0,16.84538942828538,14,both
green,096,9,25,0,14.871493258455594,0,both
green,097,0,18,0,5.686461354200624,13,both
green,097,1,33,0,-2.1877584720619616,9,horizontal
green,097,2,41,0,20.278815699217446,14,vertical
green,097,3,40,1,-10.307257341982002,20,horizontal
green,097,4,12,0,9.301937201943865,6,vertical
green,097,5,20,0,-13.564488374154621,13,both
green,097,6,27,1,19.279633104554755,9,vertical
green,097,7,21,1,10.728573040193737,6,vertical
green,097,8,16,1,-3.8104637699635866,12,horizontal
green,097,9,23,0,-20.11924517094276,2,vertical
green,098,0,16,0,-2.5148522912313993,3,both
green,098,1,32,0,27.550466515275794,3,vertical
green,098,2,49,1,25.97991679889919,11,both
green,098,3,16,1,-10.388169196613973,1,both
green,098,4,2,0,4.8642985971075845,6,horizontal
green,098,5,46,0,7.6826532179833364,20,vertical
green,098,6,11,1,22.086644304345498,19,both
green,098,7,9,0,25.518547746955072,18,both
green,098,8,37,1,-25.907483273119006,4,vertical
green,098,9,41,0,11.858493360942518,17,vertical
green,101,0,42,1,-10.447978141517812,10,vertical
green,101,1,1,1,-18.60189250089214,19,vertical
green,101,2,10,0,-12.126278374131555,19,both
green,101,3,16,1,12.89128978524726,13,both
green,101,4,36,1,10.718012138532124,7,both
green,101,5,25,0,3.8217980210543843,20,vertical
green,101,6,48,0,21.028276928734094,17,both
green,101,7,10,0,-3.281072602561469,14,vertical
green,101,8,4,1,-22.97047379033439,0,horizontal
green,101,9,4,1,-21.442406363833868,10,both
green,102,0,35,1,22.68022620734979,19,horizontal
green,102,1,50,0,11.66444244866863,10,both
green,102,2,15,0,19.600558485309996,11,vertical
green,102,3,14,0,0.45619968324160354,16,both
green,102,4,27,1,-8.305455861379848,12,horizontal
green,102,5,50,0,-7.394031435670307,0,both
green,102,6,5,1,14.217812340985347,8,horizontal
green,102,7,25,0,7.453913193957007,4,horizontal
green,102,8,17,0,28.30733923478629,6,vertical
green,102,9,28,0,-20.17220727366587,10,horizontal
green,103,0,1,1,-9.291681621998478,20,vertical
green,103,1,13,0,-5.9285599412733205,6,both
green,103,2,1,1,-24.616130736927403,17,horizontal
green,103,3,39,1,29.909356759833273,19,vertical
green,103,4,42,0,-0.1093798337221763,20,horizontal
green,103,5,27,1,11.531925717923542,18,vertical
green,103,6,44,0,25.958328317456505,11,vertical
green,103,7,35,0,-21.591844710290328,5,both
green,103,8,29,0,8.496489433406737,19,vertical
green,103,9,28,1,0.06495400330992851,14,both
green,104,0,31,1,20.045522461388295,19,vertical
green,104,1,38,1,-0.984103429133242,15,vertical
green,104,2,23,1,-2.546661713106701,17,vertical
green,104,3,7,0,20.77158835983647,12,horizontal
green,104,4,10,0,-6.695655462491786,11,horizontal
green,104,5,50,1,-27.963687151801842,2,both
green,104,6,18,0,10.395506809203773,13,horizontal
green,104,7,37,0,-15.863464325840383,14,both
green,104,8,8,0,14.08896583614002,14,vertical
green,104,9,40,1,27.355757332516987,4,horizontal
midripen,001,0,28,0,-17.7380675291936,2,both
midripen,001,1,45,0,29.62864608272603,15,horizontal
midripen,001,2,44,1,-26.91445790521605,11,both
midripen,001,3,10,0,29.896257822691126,15,vertical
midripen,001,4,16,1,-16.02224490593656,7,horizontal
midripen,001,5,15,0,27.975340842757433,3,both
midripen,001,6,17,1,-11.726225015915475,15,both
midripen,001,7,1,0,-8.072816072215833,14,both
midripen,001,8,13,0,21.62272692642763,10,both
midripen,001,9,25,0,16.723937956649166,18,horizontal
midripen,001,10,46,0,18.482898220585575,4,both
midripen,001,11,9,1,-11.013536997573606,6,vertical
midripen,002,0,5,1,29.888248171291224,7,horizontal
midripen,002,1,23,1,0.20950904954460725,5,vertical
midripen,002,2,9,1,13.429428624656417,9,horizontal
midripen,002,3,36,0,-25.429650220719253,4,horizontal
midripen,002,4,39,0,-23.547730096909813,17,horizontal
midripen,002,5,2,0,-18.29241129533123,0,vertical
midripen,002,6,40,1,-1.3296392833157924,10,vertical
midripen,002,7,22,1,15.397204411828874,0,vertical
midripen,002,8,20,0,20.405412346780274,14,both
midripen,002,9,44,0,25.131708893560678,13,both
midripen,002,10,48,0,-20.14904945860099,5,horizontal
midripen,002,11,17,0,19.52641566024917,8,vertical
midripen,003,0,38,0,-3.652104688320211,3,vertical
midripen,003,1,45,0,27.106628538401658,7,horizontal
midripen,003,2,40,0,-22.211460621965994,0,horizontal
midripen,003,3,18,1,-7.510811478230359,8,horizontal
midripen,003,4,15,1,-8.361660906349385,14,vertical
midripen,003,5,28,0,6.750472025042619,18,horizontal
midripen,003,6,19,0,-25.751707848583383,18,vertical
midripen,003,7,18,1,-13.692577349132247,13,both
midripen,003,8,8,1,-4.836933484310251,0,vertical
midripen,003,9,26,0,4.694243599713538,16,horizontal
midripen,003,10,24,1,28.798520899694346,11,both
midripen,003,11,9,0,-17.925217762477654,5,vertical
midripen,004,0,48,1,-0.4507009833330109,3,vertical
midripen,004,1,37,0,27.85735031202706,15,horizontal
midripen,004,2,32,0,-0.3942438532698347,0,both
midripen,004,3,22,1,18.94502790772556,18,vertical
midripen,004,4,44,1,-5.832348737408168,11,horizontal
midripen,004,5,27,1,-2.880598306168306,7,both
midripen,004,6,15,1,1.6145081321772778,12,both
midripen,004,7,23,0,10.166951698234897,5,vertical
midripen,004,8,50,0,-25.384459075688913,20,both
midripen,004,9,22,0,24.59073145738956,3,horizontal
midripen,004,10,24,0,-0.28027151033219866,19,vertical
midripen,004,11,5,1,22.650688010325297,18,horizontal
midripen,005,0,17,1,-21.701403802031386,19,both
midripen,005,1,35,0,9.210472676865997,9,horizontal
midripen,005,2,23,1,-1.6784543797921678,4,horizontal
midripen,005,3,17,1,-14.52417499258403,19,both
midripen,005,4,34,0,-0.9232992598958027,20,both
midripen,005,5,36,1,-20.175798702637863,2,horizontal
midripen,005,6,14,0,-26.9845487511749,2,horizontal
midripen,005,7,47,0,-9.465303408969167,0,horizontal
midripen,005,8,20,1,12.979943383871472,15,vertical
midripen,005,9,18,0,1.2656156750839145,4,both
midripen,005,10,48,0,-10.443854664076998,5,both
midripen,005,11,42,0,16.75897454452963,10,both
midripen,006,0,30,0,-3.364453169636054,17,vertical
midripen,006,1,41,1,-29.56464996899678,11,both
midripen,006,2,36,0,-9.602155697842061,3,horizontal
midripen,006,3,1,1,-6.213758469776213,14,vertical
midripen,006,4,17,0,-12.301333185576901,17,horizontal
midripen,006,5,7,0,8.771467359841957,0,vertical
midripen,006,6,0,1,-3.4878353393267325,18,horizontal
midripen,006,7,36,1,-10.62189242364979,12,vertical
midripen,006,8,37,1,-8.103920206781872,18,horizontal
midripen,006,9,5,0,24.606150237723213,8,vertical
midripen,006,10,42,1,2.497733300496982,17,vertical
midripen,006,11,2,1,26.39968676382221,9,horizontal
midripen,008,0,11,0,-13.108316532314895,11,horizontal
midripen,008,1,13,1,3.7476032332459255,12,both
midripen,008,2,47,1,-22.021055142051104,5,vertical
midripen,008,3,33,0,-6.180866934898333,3,both
midripen,008,4,39,1,13.288884621313535,5,vertical
midripen,008,5,44,0,18.142723817046665,9,vertical
midripen,008,6,8,0,18.393643528368038,16,horizontal
midripen,008,7,29,1,-16.765971704198762,3,vertical
midripen,008,8,23,1,-10.539334934636276,13,vertical
midripen,008,9,23,1,6.755239284555103,18,vertical
midripen,008,10,28,0,20.090009396478308,17,both
midripen,008,11,9,0,28.259524400539078,6,horizontal
midripen,009,0,16,0,19.2608481781471,18,both
midripen,009,1,9,0,23.35058112544195,9,vertical
midripen,009,2,23,1,-15.892376799235368,12,horizontal
midripen,009,3,22,1,-7.842249093382716,12,horizontal
midripen,009,4,35,0,-21.70294355718033,4,both
midripen,009,5,34,1,-27.748836197105465,17,both
midripen,009,6,31,1,-7.884126485600177,15,horizontal
midripen,009,7,30,0,7.007607802184516,7,both
midripen,009,8,25,1,24.60515934342316,2,vertical
midripen,009,9,19,1,20.343299569991544,2,both
midripen,009,10,19,1,19.86894268411085,8,horizontal
midripen,009,11,25,0,11.257477102218786,18,both
midripen,010,0,30,1,-17.798626411994015,10,both
midripen,010,1,5,1,-11.790266879187069,19,both
midripen,010,2,22,1,0.24382896645804308,13,both
midripen,010,3,16,1,-10.682373924216673,13,vertical
midripen,010,4,50,0,18.900483174876513,12,horizontal
midripen,010,5,0,1,-20.11467749499289,9,both
midripen,010,6,35,0,5.666658015554717,10,horizontal
midripen,010,7,2,0,-8.798377757226604,4,both
midripen,010,8,25,0,-22.579660075157864,8,horizontal
midripen,010,9,35,0,13.193158389626525,10,both
midripen,010,10,24,0,25.40101895763557,10,horizontal
midripen,010,11,20,1,16.010787325211588,15,vertical
midripen,011,0,27,0,7.5157960467220875,3,both
midripen,011,1,30,1,-17.88240964374078,8,both
midripen,011,2,28,0,-13.877167922384022,15,both
midripen,011,3,15,1,-15.04394317774091,17,both
midripen,011,4,37,0,-17.642338401050644,12,horizontal
midripen,011,5,42,0,-28.673030619293655,17,both
midripen,011,6,24,0,-3.397623372987681,5,vertical
midripen,011,7,4,1,-18.30298031358278,13,vertical
midripen,011,8,30,1,16.450869953888095,4,vertical
midripen,011,9,25,1,-8.175038229884976,16,horizontal
midripen,011,10,5,1,15.09513232825006,1,vertical
midripen,011,11,42,0,0.9808864537260149,4,vertical
midripen,012,0,31,1,19.190554904500857,7,horizontal
midripen,012,1,15,0,16.76277971734038,8,vertical
midripen,012,2,45,0,25.710011713954408,10,vertical
midripen,012,3,0,0,12.900171185407594,16,both
midripen,012,4,38,0,25.835424159137247,7,horizontal
midripen,012,5,5,0,26.28451339414236,17,both
midripen,012,6,45,1,18.70797379755777,4,both
midripen,012,7,49,1,14.220096798064908,16,both
midripen,012,8,48,1,-9.7207548422328,0,both
midripen,012,9,0,0,-19.649592650045008,18,vertical
midripen,012,10,25,0,-18.555131262915538,17,horizontal
midripen,012,11,18,1,-13.826758640930212,10,vertical
midripen,013,0,19,0,24.532824533389125,16,both
midripen,013,1,21,0,-10.757927808549724,18,horizontal
midripen,013,2,38,0,27.701921271363673,14,vertical
midripen,013,3,2,0,-2.654272513691332,2,horizontal
midripen,013,4,1,0,-18.627357408976422,2,both
midripen,013,5,32,1,8.081297912240323,20,horizontal
midripen,013,6,33,0,19.569888872517083,10,vertical
midripen,013,7,5,1,-2.905042137087598,5,horizontal
midripen,013,8,31,1,22.11051395260155,12,both
midripen,013,9,0,0,-26.26189775044533,15,horizontal
midripen,013,10,49,1,-11.977686899137062,12,vertical
midripen,013,11,39,1,26.89026816504026,9,horizontal
midripen,015,0,21,1,15.589696399567359,3,both
midripen,015,1,29,0,20.755972934000383,11,vertical
midripen,015,2,8,0,25.422826811716,1,both
midripen,015,3,28,1,-19.35196276227932,7,horizontal
midripen,015,4,23,1,-14.396890378743908,1,both
midripen,015,5,19,1,-0.3289029412625233,0,both
midripen,015,6,44,1,-21.970428335934727,17,both
midripen,015,7,15,1,-12.143736709149685,11,horizontal
midripen,015,8,39,1,-9.9636431237479,20,horizontal
midripen,015,9,11,0,7.384850250222065,0,both
midripen,015,10,24,0,-28.493841888821414,16,both
midripen,015,11,35,0,-24.764240989919923,5,horizontal
midripen,016,0,26,0,2.1665022819687536,4,horizontal
midripen,016,1,23,1,3.1658490628329403,10,both
midripen,016,2,40,1,23.32981077585095,3,horizontal
midripen,016,3,26,0,-7.441092539236887,14,horizontal
midripen,016,4,17,0,-5.263173777369648,4,horizontal
midripen,016,5,23,0,-17.040069024003166,3,vertical
midripen,016,6,49,1,-23.638720224807386,3,both
midripen,016,7,43,0,-3.4000057247535302,6,horizontal
midripen,016,8,11,0,-25.199814435917183,9,both
midripen,016,9,49,0,-27.958187841971476,0,horizontal
midripen,016,10,20,1,16.712005583443954,9,horizontal
midripen,016,11,36,0,-0.7681191550403419,6,vertical
midripen,017,0,12,1,29.48270424531148,9,horizontal
midripen,017,1,42,1,20.635873075798877,12,horizontal
midripen,017,2,45,0,4.774939305979359,2,horizontal
midripen,017,3,4,0,18.989927651801764,15,both
midripen,017,4,49,0,-22.281381827478633,15,vertical
midripen,017,5,1,0,-2.882304616232819,16,vertical
midripen,017,6,42,0,-15.725393345625092,18,both
midripen,017,7,23,0,-2.1523523081726097,15,vertical
midripen,017,8,43,1,13.452134350678392,2,both
midripen,017,9,32,1,-1.5348107361705416,0,both
midripen,017,10,7,1,-1.8787001651278352,6,both
midripen,017,11,26,1,-21.61529792333943,12,both
midripen,019,0,17,0,-22.82302812478322,17,vertical
midripen,019,1,16,1,8.155317547908666,15,horizontal
midripen,019,2,0,1,13.384571863887643,15,vertical
midripen,019,3,23,1,-21.568723817731772,17,both
midripen,019,4,49,0,-12.428766449998239,0,both
midripen,019,5,18,0,-16.972120388135323,10,both
midripen,019,6,16,0,-9.943396492637966,4,vertical
midripen,019,7,22,0,7.22603226782153,13,horizontal
midripen,019,8,31,0,10.773926761918858,10,both
midripen,019,9,38,1,-14.626002818083562,17,horizontal
midripen,019,10,26,0,-26.76435874325454,4,both
midripen,019,11,6,0,29.585637269633587,9,horizontal
midripen,020,0,18,1,12.414469316350079,13,horizontal
midripen,020,1,25,1,-2.033058445213186,14,horizontal
midripen,020,2,42,1,-12.318871354375563,6,vertical
midripen,020,3,11,0,28.012072159914915,10,vertical
midripen,020,4,25,1,26.545495673809256,13,horizontal
midripen,020,5,38,0,27.4213327117821,16,both
midripen,020,6,12,0,16.840878190837515,13,both
midripen,020,7,20,1,10.96527496415625,6,both
midripen,020,8,10,0,17.509729289503902,17,horizontal
midripen,020,9,45,0,-3.1910040938880364,3,horizontal
midripen,020,10,50,0,24.147892299313177,6,both
midripen,020,11,2,0,8.01993799667548,18,vertical
midripen,021,0,42,1,9.405734806471465,1,horizontal
midripen,021,1,11,0,-13.000141103808303,0,vertical
midripen,021,2,1,0,29.0580030574513,6,vertical
midripen,021,3,34,1,9.842762698108977,12,horizontal
midripen,021,4,3,1,19.825887183675604,18,both
midripen,021,5,0,1,-15.401450260521376,13,vertical
midripen,021,6,47,0,-17.1073394055584,8,vertical
midripen,021,7,23,0,11.912117173116528,2,vertical
midripen,021,8,4,0,25.23790584831366,4,horizontal
midripen,021,9,33,1,5.3078763053759275,3,both
midripen,021,10,45,1,-14.944330606804332,7,horizontal
midripen,021,11,14,1,-17.185653050367062,3,both
midripen,022,0,17,0,-21.295109229937133,9,horizontal
midripen,022,1,10,0,21.613173472644448,12,both
