type,original-index,augmentation-index,gaussian_noise,blur,rotation_angle,zoom,flip_image
Ripe,019,1,20,1,-2.9361986102068833,5,vertical
Ripe,019,2,6,1,-22.494622083025412,8,both
Ripe,019,3,32,0,-0.8820857478060979,20,vertical
Ripe,019,4,34,1,25.627164939986734,13,horizontal
Ripe,019,5,30,0,-9.826870127361772,4,vertical
Ripe,019,6,44,0,20.324494666817387,15,horizontal
Ripe,019,7,33,0,27.954645142046395,13,both
Ripe,019,8,28,0,25.31410101479375,5,both
Ripe,019,9,21,0,20.65861152858892,7,vertical
Ripe,020,0,23,1,15.460348666840304,13,vertical
Ripe,020,1,27,1,17.85636221799721,11,both
Ripe,020,2,29,0,-16.21489959861053,15,horizontal
Ripe,020,3,50,1,18.27668495571067,10,both
Ripe,020,4,4,1,-2.367248124938701,8,horizontal
Ripe,020,5,42,1,-9.055931836422907,17,vertical
Ripe,020,6,23,0,-1.7760932690673208,4,both
Ripe,020,7,33,0,-28.104032691914412,0,both
Ripe,020,8,42,0,11.271410799893765,10,horizontal
Ripe,020,9,42,0,10.115900774839147,0,both
Ripe,021,0,20,1,19.074944613526874,19,both
Ripe,021,1,31,0,-10.529166331484571,13,both
Ripe,021,2,45,0,27.68445014393255,20,vertical
Ripe,021,3,38,1,26.765693786750134,20,both
Ripe,021,4,45,1,22.6350838154236,14,both
Ripe,021,5,37,1,3.677137184800017,2,both
Ripe,021,6,45,0,-20.464652484198048,10,vertical
Ripe,021,7,0,0,-5.074894529689381,9,both
Ripe,021,8,45,0,14.296532873390163,10,vertical
Ripe,021,9,3,1,-8.808440674202963,9,horizontal
Ripe,022,0,39,0,0.23383325056432014,3,vertical
Ripe,022,1,6,0,-14.448661090535229,18,both
Ripe,022,2,34,1,17.86639331935674,9,both
Ripe,022,3,41,0,21.40076089564392,18,horizontal
Ripe,022,4,6,1,14.65892354319353,4,vertical
Ripe,022,5,5,1,-23.234352134009956,5,horizontal
Ripe,022,6,18,0,8.297359392849259,4,horizontal
Ripe,022,7,33,0,-13.152777756652952,10,both
Ripe,022,8,28,0,-9.380507784043012,11,horizontal
Ripe,022,9,13,1,-24.589561659769082,13,horizontal
Ripe,023,0,19,0,10.916618101097164,5,vertical
Ripe,023,1,24,1,-28.328310638427844,17,horizontal
Ripe,023,2,36,1,-7.731833598516882,1,vertical
Ripe,023,3,6,1,5.713203599685194,14,both
Ripe,023,4,16,1,15.296912711461154,16,both
Ripe,023,5,0,0,-15.846375349666427,4,vertical
Ripe,023,6,48,1,10.761633463476073,12,both
Ripe,023,7,36,1,-16.9809525924606,19,horizontal
Ripe,023,8,50,0,-14.753309063623568,16,both
Ripe,023,9,10,0,18.129164924666156,6,vertical
Ripe,024,0,31,0,16.09822603709579,9,vertical
Ripe,024,1,3,0,29.110413518637465,2,horizontal
Ripe,024,2,5,1,-9.854524490910428,19,horizontal
Ripe,024,3,27,0,-3.96481109062983,12,vertical
Ripe,024,4,14,0,-29.90658560377667,5,vertical
Ripe,024,5,23,1,-14.20529084519902,3,horizontal
Ripe,024,6,28,1,9.65657221222316,2,both
Ripe,024,7,13,1,-18.083595545704654,3,both
Ripe,024,8,0,0,-9.553133539256685,17,horizontal
Ripe,024,9,4,0,-21.03848683698328,14,both
Ripe,025,0,4,1,-6.035996516829314,15,vertical
Ripe,025,1,5,0,10.841150991314159,10,horizontal
Ripe,025,2,49,0,21.74838050968942,20,horizontal
Ripe,025,3,36,0,-15.278877327820028,2,vertical
Ripe,025,4,21,0,19.514272039617907,15,both
Ripe,025,5,36,1,24.97777165834171,16,horizontal
Ripe,025,6,47,0,-3.50063090992116,14,vertical
Ripe,025,7,14,0,27.603432718362882,0,horizontal
Ripe,025,8,9,1,-27.6766888446906,3,horizontal
Ripe,025,9,10,1,13.89645213529193,0,both
Ripe,026,0,4,0,-12.908480917528596,7,horizontal
Ripe,026,1,1,1,20.31963850647768,14,horizontal
Ripe,026,2,39,0,-19.949438766841787,2,both
Ripe,026,3,45,0,-29.861181730533715,7,vertical
Ripe,026,4,14,0,27.732511448958093,10,horizontal
Ripe,026,5,29,1,-1.5703181418550614,2,horizontal
Ripe,026,6,9,1,-20.002671413683444,2,both
Ripe,026,7,49,0,23.90183871130027,4,horizontal
Ripe,026,8,40,1,-13.923287468113411,19,vertical
Ripe,026,9,41,1,15.407764347012211,4,both
Ripe,027,0,28,0,-4.869765396744189,0,vertical
Ripe,027,1,31,0,27.085656356448595,1,horizontal
Ripe,027,2,3,1,22.260795290861637,14,both
Ripe,027,3,10,1,-12.183793212258308,4,vertical
Ripe,027,4,4,1,-11.065107438069681,19,horizontal
Ripe,027,5,33,1,27.387678456619554,18,both
Ripe,027,6,20,1,28.618190347791504,3,both
Ripe,027,7,40,1,-22.881554915976253,11,both
Ripe,027,8,44,0,1.437252711446412,20,vertical
Ripe,027,9,34,1,4.338952421153692,0,horizontal
Ripe,028,0,16,0,23.999215980828083,19,vertical
Ripe,028,1,31,1,14.327422785315505,13,horizontal
Ripe,028,2,37,0,-0.41128359425841765,14,both
Ripe,028,3,2,1,-26.957376721115423,7,vertical
Ripe,028,4,41,0,10.482289499639073,20,horizontal
Ripe,028,5,16,1,-19.872286294020867,12,both
Ripe,028,6,15,1,-21.941889805319896,5,vertical
Ripe,028,7,1,0,-29.567830223340902,5,horizontal
Ripe,028,8,16,1,-1.3390665824047154,15,horizontal
Ripe,028,9,3,1,3.0151845465875766,18,both
Ripe,029,0,31,1,-5.277906104098765,3,vertical
Ripe,029,1,23,1,11.426532542040192,20,both
Ripe,029,2,14,0,13.830200369726228,9,vertical
Ripe,029,3,32,0,10.410226752258652,3,both
Ripe,029,4,39,1,-24.543117772914464,3,vertical
Ripe,029,5,14,1,-14.16096840987114,10,both
Ripe,029,6,37,0,-29.460606095399914,9,vertical
Ripe,029,7,29,1,23.529014649776748,16,both
Ripe,029,8,5,1,26.44507841396571,12,vertical
Ripe,029,9,42,1,15.346575533227167,1,horizontal
Ripe,030,0,9,1,-21.900880233725655,13,horizontal
Ripe,030,1,16,0,-29.78245396143089,7,horizontal
Ripe,030,2,50,0,-0.060696368969122005,19,horizontal
Ripe,030,3,42,1,0.20232268806126896,12,horizontal
Ripe,030,4,41,0,24.205666158960547,18,vertical
Ripe,030,5,29,0,1.772783497558649,4,both
Ripe,030,6,34,1,5.947512516941529,11,both
Ripe,030,7,38,0,-22.35824398318366,0,horizontal
Ripe,030,8,18,1,-15.506318781780324,6,both
Ripe,030,9,25,0,11.97191391182492,17,horizontal
Ripe,031,0,30,1,27.414152020288036,6,both
Ripe,031,1,22,1,-17.6475188101197,18,both
Ripe,031,2,17,0,-13.961197843913261,15,both
Ripe,031,3,2,0,-19.126414596731298,11,both
Ripe,031,4,16,1,-10.356915724678764,16,horizontal
Ripe,031,5,39,1,8.079987479739962,9,horizontal
Ripe,031,6,4,0,-6.725334163596653,11,vertical
Ripe,031,7,3,1,29.101497713778137,7,horizontal
Ripe,031,8,37,0,-29.39665678873482,3,both
Ripe,031,9,13,1,-5.674042293779767,13,horizontal
Ripe,032,0,37,0,-9.748267879067381,13,vertical
Ripe,032,1,34,1,22.242892256989144,15,vertical
Ripe,032,2,4,1,8.407415159295155,2,both
Ripe,032,3,3,1,10.18985781936199,0,vertical
Ripe,032,4,8,0,26.860514285682356,11,both
Ripe,032,5,34,0,20.60253614366261,16,horizontal
Ripe,032,6,29,0,0.7162442564355374,5,both
Ripe,032,7,15,0,-8.233669510588683,16,horizontal
Ripe,032,8,18,1,-12.088076304149734,19,horizontal
Ripe,032,9,36,1,-19.7843344134647,16,both
Ripe,033,0,33,1,-24.527597700446133,1,vertical
Ripe,033,1,11,0,-10.715716508464524,11,horizontal
Ripe,033,2,13,1,27.595519943682106,9,horizontal
Ripe,033,3,35,1,2.348373235021427,2,horizontal
Ripe,033,4,16,1,-10.951887863181735,10,vertical
Ripe,033,5,15,0,-2.3519111593860558,9,horizontal
Ripe,033,6,17,1,-12.770397151824692,0,both
Ripe,033,7,4,1,-28.887973997919055,9,both
Ripe,033,8,7,0,25.055598776438778,15,horizontal
Ripe,033,9,43,1,-12.751252563070459,14,both
Ripe,034,0,44,0,8.53110447982965,6,both
Ripe,034,1,35,0,25.258536004644412,9,horizontal
Ripe,034,2,32,0,28.886196923620318,20,both
Ripe,034,3,4,1,4.9570046826949365,1,horizontal
Ripe,034,4,8,1,19.9034211774334,10,vertical
Ripe,034,5,27,1,16.42470178372949,18,both
Ripe,034,6,32,0,-25.707876397190592,20,horizontal
Ripe,034,7,1,0,10.128233362000692,13,horizontal
Ripe,034,8,49,0,29.562916199828408,17,horizontal
Ripe,034,9,23,1,28.647484601536412,13,vertical
Ripe,035,0,3,0,7.116099357172899,18,horizontal
Ripe,035,1,5,0,-20.461508237127834,10,vertical
Ripe,035,2,16,1,-0.04530887616463275,19,both
Ripe,035,3,23,1,-21.744225321153053,5,vertical
Ripe,035,4,22,1,0.46488128645019344,18,vertical
Ripe,035,5,48,0,1.9237202352387897,15,horizontal
Ripe,035,6,45,1,-14.999591986824381,0,both
Ripe,035,7,33,0,17.69912296049617,3,both
Ripe,035,8,8,1,-14.007369095281728,1,horizontal
Ripe,035,9,36,0,-22.946984238385504,4,vertical
Ripe,036,0,8,1,28.120890931655538,20,horizontal
Ripe,036,1,45,0,-27.5335785842227,4,horizontal
Ripe,036,2,0,0,-29.178386213450626,17,vertical
Ripe,036,3,44,0,-25.595913929915145,19,both
Ripe,036,4,7,1,-5.267298259889614,12,vertical
Ripe,036,5,9,1,1.9494568029382933,5,both
Ripe,036,6,27,1,-13.219248823154604,13,horizontal
Ripe,036,7,40,0,26.831800167084786,14,both
Ripe,036,8,23,1,-19.68964091043435,5,horizontal
Ripe,036,9,36,1,29.676115885389343,15,vertical
Ripe,037,0,42,0,24.436605362879,8,horizontal
Ripe,037,1,8,1,28.606398503675933,20,vertical
Ripe,037,2,9,0,-18.73464104268283,16,vertical
Ripe,037,3,42,1,-21.206005182912413,19,vertical
Ripe,037,4,42,0,-11.667289778576414,14,both
Ripe,037,5,42,1,-27.231628533463443,18,vertical
Ripe,037,6,26,0,-9.883455103043321,2,horizontal
Ripe,037,7,50,1,11.951419424506234,20,vertical
Ripe,037,8,24,0,-28.27743571913289,8,vertical
Ripe,037,9,50,0,-16.83173299130445,14,both
Ripe,038,0,42,1,-11.7693578096995,18,horizontal
Ripe,038,1,50,1,-7.267833811493016,19,both
Ripe,038,2,36,0,0.6879593312973071,18,vertical
Ripe,038,3,28,0,-17.880098311926353,17,vertical
Ripe,038,4,4,0,8.737908217944067,6,vertical
Ripe,038,5,19,0,-24.627442541881273,7,vertical
Ripe,038,6,13,0,-18.121063429414917,15,vertical
Ripe,038,7,9,1,14.045067657040214,18,both
Ripe,038,8,27,1,-5.049193807490607,2,both
Ripe,038,9,38,1,20.041599414817654,16,both
Ripe,039,0,34,0,20.81702169948263,2,vertical
Ripe,039,1,48,0,-10.8552291910536,8,both
Ripe,039,2,1,1,6.803631436013404,11,horizontal
Ripe,039,3,3,0,15.255524279003062,3,vertical
Ripe,039,4,25,1,-29.403562467319965,6,vertical
Ripe,039,5,3,0,-23.151865475790895,4,vertical
Ripe,039,6,2,0,0.40320293884783354,0,both
Ripe,039,7,49,0,-3.1466367976043017,16,vertical
Ripe,039,8,22,1,-7.08357255592966,4,vertical
Ripe,039,9,5,1,25.33096497368429,18,horizontal
Ripe,040,0,40,0,-24.940164415979318,11,horizontal
Ripe,040,1,24,0,3.2302396659549046,8,both
Ripe,040,2,27,0,-15.865904136284819,19,vertical
Ripe,040,3,44,1,12.69294727400682,2,vertical
Ripe,040,4,11,1,-4.110070077534807,13,horizontal
Ripe,040,5,32,0,-10.956434348292724,20,both
Ripe,040,6,2,1,0.498256329881432,18,horizontal
Ripe,040,7,22,1,21.63380517029252,14,horizontal
Ripe,040,8,45,1,22.004394711914642,7,both
Ripe,040,9,31,0,-19.409276651598617,20,vertical
Ripe,041,0,38,0,-23.286375363634928,20,horizontal
Ripe,041,1,27,1,-5.9499129067131165,8,horizontal
Ripe,041,2,31,1,16.880772219301946,5,horizontal
Ripe,041,3,2,0,-1.3470617824346256,3,vertical
Ripe,041,4,33,1,-12.440147286361174,7,vertical
Ripe,041,5,15,0,7.394373860484286,17,vertical
Ripe,041,6,31,1,9.984389775156686,19,vertical
Ripe,041,7,44,0,2.873788372100222,12,vertical
Ripe,041,8,7,1,-11.267216988233667,16,both
Ripe,041,9,41,0,5.617976695239449,1,horizontal
Ripe,042,0,12,1,23.326371979416898,14,both
Ripe,042,1,20,1,-23.98241484960127,17,horizontal
Ripe,042,2,49,1,13.017821728601582,19,both
Ripe,042,3,25,0,-8.991975374594201,13,both
Ripe,042,4,13,0,4.682612822630546,10,both
Ripe,042,5,5,1,22.3748235614758,9,vertical
Ripe,042,6,1,1,6.067751258033297,18,vertical
Ripe,042,7,37,0,8.664806116671897,14,horizontal
Ripe,042,8,17,1,24.631118846143856,3,horizontal
Ripe,042,9,36,0,-9.394555481875102,9,vertical
Ripe,043,0,10,0,14.507295263238518,7,horizontal
Ripe,043,1,19,1,-11.294919394108412,11,both
Ripe,043,2,16,0,-14.205229993072102,18,both
Ripe,043,3,14,0,13.486411730872994,2,vertical
Ripe,043,4,48,0,1.6075654528315688,16,both
Ripe,043,5,37,0,-20.221237064696737,6,horizontal
Ripe,043,6,22,1,25.066379991904718,20,horizontal
Ripe,043,7,7,0,-24.132084906934246,12,horizontal
Ripe,043,8,18,1,3.047845251868786,2,both
Ripe,043,9,38,1,7.177508559311562,5,horizontal
Ripe,044,0,22,0,-7.16110088841592,10,horizontal
Ripe,044,1,14,0,-26.26438093407399,19,both
Ripe,044,2,32,1,-26.919626286465295,6,vertical
Ripe,044,3,25,1,-1.8313115758750378,20,horizontal
Ripe,044,4,45,1,-21.461606212609347,11,vertical
Ripe,044,5,5,0,-29.2802467426782,6,horizontal
Ripe,044,6,18,1,4.3519613967241995,3,horizontal
Ripe,044,7,23,1,25.07225583981873,9,horizontal
Ripe,044,8,48,1,15.285660596165854,8,vertical
Ripe,044,9,14,1,20.759726586856694,2,horizontal
Ripe,045,0,25,1,8.239310970114424,17,horizontal
Ripe,045,1,28,0,-18.94970004071995,3,both
Ripe,045,2,16,0,25.72773977888383,10,horizontal
Ripe,045,3,49,1,-0.41541681633857763,0,vertical
Ripe,045,4,14,0,-21.74221844661592,17,horizontal
Ripe,045,5,50,0,-0.3214904668482852,18,horizontal
Ripe,045,6,37,1,2.7276617745617244,1,both
Ripe,045,7,46,1,-28.815851995187526,12,horizontal
Ripe,045,8,7,1,-18.43838186753583,3,horizontal
Ripe,045,9,8,1,-16.831350023585635,18,vertical
Ripe,046,0,36,0,-28.052799083446352,6,vertical
Ripe,046,1,10,0,-8.162254629095244,18,vertical
Ripe,046,2,11,1,-14.062225860334559,9,both
Ripe,046,3,20,1,18.091559865278953,10,both
Ripe,046,4,38,1,25.964932017376974,7,horizontal
Ripe,046,5,23,0,-15.178268289630651,14,both
Ripe,046,6,50,0,-16.123843876500814,13,both
Ripe,046,7,17,1,13.650074595091638,0,horizontal
Ripe,046,8,28,0,-26.52607301981713,18,both
Ripe,046,9,7,0,-2.208345493857273,5,vertical
Ripe,047,0,36,1,22.605798538903095,13,vertical
Ripe,047,1,44,1,-11.234377942087967,4,vertical
Ripe,047,2,50,0,-28.544210076208383,2,both
Ripe,047,3,43,0,-26.539952406616035,5,horizontal
Ripe,047,4,32,1,18.35602299243338,15,both
Ripe,047,5,1,1,18.059283784282876,19,vertical
Ripe,047,6,35,0,13.128116342651879,10,horizontal
Ripe,047,7,7,0,23.33873879862802,13,vertical
Ripe,047,8,43,0,-20.972787744514015,6,both
Ripe,047,9,17,1,-27.224005632747815,4,vertical
Ripe,048,0,14,1,8.143371828448586,9,both
Ripe,048,1,15,0,-19.043371245712194,0,both
Ripe,048,2,36,0,11.007846506209304,0,both
Ripe,048,3,0,1,-20.504592675999245,0,vertical
Ripe,048,4,31,1,-27.23600935953501,2,horizontal
Ripe,048,5,30,1,2.3355300900893283,11,both
Ripe,048,6,34,0,-28.994518728604135,11,horizontal
Ripe,048,7,36,1,-17.72019442579205,0,vertical
Ripe,048,8,47,1,9.253483429549682,4,vertical
Ripe,048,9,23,0,17.173218059174182,5,vertical
Ripe,049,0,44,0,-7.291426177672868,18,vertical
Ripe,049,1,11,1,-17.28233933015423,8,horizontal
Ripe,049,2,2,1,-22.37180005142385,4,horizontal
Ripe,049,3,36,0,-7.8989278871646675,2,vertical
Ripe,049,4,0,0,-17.355029829106464,19,vertical
Ripe,049,5,17,1,21.64254071849011,9,horizontal
Ripe,049,6,1,0,-26.305683369818993,20,horizontal
Ripe,049,7,19,0,-2.0828210482023373,0,horizontal
Ripe,049,8,17,0,11.473538590032213,12,both
Ripe,049,9,28,0,25.68712087737606,6,horizontal
Ripe,050,0,35,0,-24.02329668903715,14,vertical
Ripe,050,1,38,1,-17.718922803404922,18,vertical
Ripe,050,2,29,1,-5.130207879108287,1,vertical
Ripe,050,3,0,1,28.999530689093426,10,both
Ripe,050,4,41,1,-13.43021831268824,16,vertical
Ripe,050,5,39,0,15.448347337867432,16,vertical
Ripe,050,6,25,1,-20.617540360971894,6,both
Ripe,050,7,6,0,28.96959820673478,16,both
Ripe,050,8,33,0,-1.2705306516419945,11,both
Ripe,050,9,35,0,26.47183474626918,14,both
Ripe,051,0,25,1,-24.883666791498587,14,vertical
Ripe,051,1,38,0,-23.12253686517646,16,both
Ripe,051,2,14,0,-18.2599513036155,9,horizontal
Ripe,051,3,33,1,-22.464256701415888,7,vertical
Ripe,051,4,36,0,-25.90571600811509,6,both
Ripe,051,5,3,0,-23.841258536959515,16,both
Ripe,051,6,27,0,17.724523614925893,3,horizontal
Ripe,051,7,5,1,4.94121748689372,13,vertical
Ripe,051,8,34,0,-19.150609452822312,20,vertical
Ripe,051,9,46,1,-27.293127122614646,9,both
Ripe,052,0,31,0,-29.974372037431177,15,both
Ripe,052,1,33,0,-21.898621311349356,14,horizontal
Ripe,052,2,24,0,-25.52100290523756,3,both
Ripe,052,3,22,0,12.145700365101447,7,horizontal
Ripe,052,4,36,0,18.226179558681075,17,horizontal
Ripe,052,5,24,1,-22.139594704602708,5,horizontal
Ripe,052,6,49,0,27.68082183023565,11,both
Ripe,052,7,35,0,11.667096558461637,20,both
Ripe,052,8,16,0,-2.247708896304232,0,vertical
Ripe,052,9,2,0,-12.154002182963183,5,horizontal
Ripe,053,0,6,1,0.7596427171276616,16,both
Ripe,053,1,17,0,3.4358560500399093,13,horizontal
Ripe,053,2,46,0,17.306993902215282,18,both
Ripe,053,3,4,0,1.7567928478097592,11,both
Ripe,053,4,32,0,-29.591182785368588,9,both
Ripe,053,5,37,1,1.6409474519413472,18,horizontal
Ripe,053,6,46,0,22.544093838144754,11,vertical
Ripe,053,7,36,1,-0.28632437945775635,14,both
Ripe,053,8,41,1,14.130148031399393,13,vertical
Ripe,053,9,34,0,24.193492944728007,19,vertical
Ripe,054,0,19,1,-5.650666062536516,17,vertical
Ripe,054,1,9,0,-29.502311983312527,15,horizontal
Ripe,054,2,17,0,-28.83228405166721,9,both
Ripe,054,3,7,0,-20.622496284363418,10,horizontal
Ripe,054,4,38,0,-18.760181884627812,14,vertical
Ripe,054,5,2,0,-27.276271879330135,6,vertical
Ripe,054,6,24,1,20.705361466586226,14,horizontal
Ripe,054,7,18,1,-6.32324420573379,9,both
Ripe,054,8,19,1,7.666003328111223,15,vertical
Ripe,054,9,5,0,11.383509724388965,4,vertical
Ripe,055,0,15,1,-2.457062710413986,19,both
Ripe,055,1,40,1,-21.25979141478691,4,vertical
Ripe,055,2,9,1,-5.425868397070655,18,horizontal
Ripe,055,3,12,1,17.100515647441078,6,both
Ripe,055,4,32,1,26.36829919965046,15,horizontal
Ripe,055,5,25,0,7.113825874776062,5,vertical
Ripe,055,6,2,1,-20.3207799031588,10,vertical
Ripe,055,7,38,0,0.9622289854859396,20,vertical
Ripe,055,8,47,1,-19.63445254946724,5,horizontal
Ripe,055,9,1,1,18.708011855699382,5,both
Ripe,056,0,26,1,-29.63384044890413,2,vertical
Ripe,056,1,9,0,-27.810391705524864,12,vertical
Ripe,056,2,24,0,20.043856602816938,8,horizontal
Ripe,056,3,0,0,20.206010918125187,10,both
Ripe,056,4,6,1,22.359823908143888,9,both
Ripe,056,5,32,1,21.46298170241566,5,vertical
Ripe,056,6,7,0,27.389349819119374,0,horizontal
Ripe,056,7,26,1,-23.474796520706878,1,vertical
Ripe,056,8,14,0,-25.432400750386652,0,vertical
Ripe,056,9,16,0,6.8316322935397835,13,horizontal
Ripe,057,0,17,1,9.379878790840664,2,horizontal
Ripe,057,1,15,0,-0.09582024705657943,8,both
Ripe,057,2,38,0,9.946522881661899,0,both
Ripe,057,3,15,1,-20.481792627536727,17,vertical
Ripe,057,4,50,0,-15.640976699246442,1,both
Ripe,057,5,34,1,-20.88542514479594,11,vertical
Ripe,057,6,45,1,4.206128472116411,19,vertical
Ripe,057,7,34,1,-22.820476190156505,4,horizontal
Ripe,057,8,39,1,-27.20649928536588,0,both
Ripe,057,9,23,0,0.8185049188194178,1,horizontal
Ripe,058,0,38,1,-2.6676030163357645,13,horizontal
Ripe,058,1,31,1,25.84851490290272,19,both
Ripe,058,2,7,1,23.186667317310615,13,both
Ripe,058,3,11,1,-1.7330444946610122,11,horizontal
Ripe,058,4,25,0,10.908263288475197,6,vertical
Ripe,058,5,16,0,23.965624928589,5,vertical
Ripe,058,6,32,0,21.63030577344719,12,both
Ripe,058,7,18,0,-20.72612036385887,15,horizontal
Ripe,058,8,28,0,29.41900120611016,13,both
Ripe,058,9,37,0,-4.349321369182107,3,horizontal
Ripe,059,0,22,0,2.7502951472064225,2,both
Ripe,059,1,0,1,22.22569172381533,6,vertical
Ripe,059,2,48,1,20.072741843567947,2,vertical
Ripe,059,3,38,1,-7.256261829512972,9,horizontal
Ripe,059,4,38,1,25.166107066359388,0,horizontal
Ripe,059,5,0,0,-27.141047003437066,8,horizontal
Ripe,059,6,23,0,-11.631252319542458,13,vertical
Ripe,059,7,47,0,5.417280550062678,8,vertical
Ripe,059,8,26,0,14.141603714475188,5,both
Ripe,059,9,2,0,-20.95019835207489,2,both
Ripe,060,0,20,0,0.6985262091629849,17,vertical
Ripe,060,1,21,1,2.5596849671514335,18,horizontal
Ripe,060,2,41,1,5.2855510053477275,12,both
Ripe,060,3,20,1,-9.970183822078166,8,vertical
Ripe,060,4,18,1,-6.534907802077363,18,horizontal
Ripe,060,5,13,1,5.012649080276731,14,vertical
Ripe,060,6,49,0,-5.913779001231092,4,both
Ripe,060,7,17,0,2.3575062329167693,13,both
Ripe,060,8,42,0,20.819928700968333,0,both
Ripe,060,9,16,1,21.46958353906441,16,horizontal
Ripe,061,0,4,1,24.024351632920975,2,vertical
Ripe,061,1,36,0,-27.934066412141462,8,both
Ripe,061,2,6,1,15.077204148617952,15,vertical
Ripe,061,3,45,1,22.996723645294857,1,both
Ripe,061,4,21,0,-1.1938495512626872,9,both
Ripe,061,5,46,0,19.100746759121996,13,both
Ripe,061,6,22,0,22.493445789362504,16,horizontal
Ripe,061,7,2,1,-27.495679316055043,12,horizontal
Ripe,061,8,13,1,0.8840628944106825,5,horizontal
Ripe,061,9,28,0,-21.43418489354537,15,both
Ripe,062,0,24,0,-19.23703514228651,1,horizontal
Ripe,062,1,39,1,-26.82852083025686,19,vertical
Ripe,062,2,18,1,16.291075569081862,19,both
Ripe,062,3,29,0,-12.220631748034833,19,horizontal
Ripe,062,4,50,0,-6.681399086602443,18,vertical
Ripe,062,5,0,0,28.00744341176881,19,both
Ripe,062,6,28,1,10.946086865278453,10,vertical
Ripe,062,7,21,0,-1.9415260539203096,3,horizontal
Ripe,062,8,46,0,-7.757321534370469,8,both
Ripe,062,9,17,0,-11.168981357121297,2,vertical
Ripe,063,0,19,1,2.6493495794778497,10,vertical
Ripe,063,1,31,0,25.562493463147526,17,both
Ripe,063,2,0,1,-4.36638480894819,8,both
Ripe,063,3,44,1,-6.1352378405038905,8,horizontal
Ripe,063,4,12,1,-20.356291824784986,18,both
Ripe,063,5,27,1,-18.71729898137983,10,horizontal
Ripe,063,6,38,1,25.577563259115266,5,vertical
Ripe,063,7,22,1,-1.8798511518248482,7,vertical
Ripe,063,8,5,1,2.2912478114752446,16,vertical
Ripe,063,9,29,0,5.710388211679266,12,both
Ripe,064,0,48,1,-25.34995094440831,2,horizontal
Ripe,064,1,30,0,27.466578942043768,10,both
Ripe,064,2,3,1,-0.8130496406782903,11,both
Ripe,064,3,14,0,13.495675137835214,5,both
Ripe,064,4,6,0,-9.48915117506768,15,horizontal
Ripe,064,5,50,0,-2.2639980675248843,3,vertical
Ripe,064,6,24,1,-11.232076327902853,8,both
Ripe,064,7,36,1,1.366136827241366,11,vertical
Ripe,064,8,11,1,-20.495271033030672,3,both
Ripe,064,9,16,0,8.93552802324949,13,vertical
Ripe,065,0,40,1,-11.144295865656506,4,horizontal
Ripe,065,1,43,0,9.565782080290354,16,both
Ripe,065,2,19,1,-1.0100637895651516,5,vertical
Ripe,065,3,32,0,-8.315129685093915,7,vertical
Ripe,065,4,35,1,-1.9054667939764158,17,vertical
Ripe,065,5,40,0,-16.179095458647364,17,vertical
Ripe,065,6,29,0,-28.81820756399926,11,vertical
Ripe,065,7,46,1,3.4588445584539897,9,both
Ripe,065,8,44,1,-25.18109660130896,1,horizontal
Ripe,065,9,37,1,-11.989209210076442,18,both
Ripe,066,0,33,1,5.334220812401028,10,both
Ripe,066,1,0,0,23.2857601794438,14,vertical
Ripe,066,2,5,1,-20.756556174067807,9,vertical
Ripe,066,3,27,0,-21.672898756578938,9,vertical
Ripe,066,4,40,1,-29.67185834615896,17,horizontal
Ripe,066,5,12,1,16.786388318063885,8,vertical
Ripe,066,6,18,1,24.7242560653127,1,horizontal
Ripe,066,7,8,0,1.1311783534753097,15,vertical
Ripe,066,8,31,0,19.078301829426742,8,both
Ripe,066,9,45,0,6.875862595170972,10,horizontal
Ripe,067,0,50,1,5.649093381453639,20,horizontal
Ripe,067,1,34,0,11.902907958124509,17,vertical
Ripe,067,2,50,1,17.332617871424752,20,vertical
Ripe,067,3,32,1,-23.370652604884118,1,horizontal
Ripe,067,4,42,1,7.2401672419674625,14,both
Ripe,067,5,39,0,4.970077754105233,19,both
Ripe,067,6,10,0,-18.709630676287897,11,horizontal
Ripe,067,7,50,1,-27.15362313559974,11,vertical
Ripe,067,8,13,1,3.8571787324827227,5,horizontal
Ripe,067,9,23,1,16.313901385045106,3,both
Ripe,068,0,9,0,24.420791538874134,0,vertical
Ripe,068,1,50,1,-15.42140034036316,10,both
Ripe,068,2,44,0,-14.586548115938756,15,horizontal
Ripe,068,3,41,1,11.434421708072534,17,horizontal
Ripe,068,4,23,1,-27.966620485543416,17,both
Ripe,068,5,35,1,9.781499738519472,19,horizontal
Ripe,068,6,36,1,-1.8807641446008496,0,both
Ripe,068,7,2,1,28.372287676587447,11,vertical
Ripe,068,8,2,1,-5.7123604757376825,3,horizontal
Ripe,068,9,27,0,10.461520944586539,16,both
Ripe,069,0,41,0,-27.155460621520813,8,horizontal
Ripe,069,1,41,1,28.50358795450687,10,vertical
Ripe,069,2,11,0,-12.248043179643659,8,both
Ripe,069,3,25,0,0.18363875844623578,11,vertical
Ripe,069,4,33,0,-12.771438011248865,17,both
Ripe,069,5,32,0,-0.1801214744074322,13,both
Ripe,069,6,33,1,19.091479955072558,9,vertical
Ripe,069,7,2,0,-11.172968493558919,3,vertical
Ripe,069,8,24,0,0.5972155836030169,15,both
Ripe,069,9,3,1,5.284415228612971,5,both
Ripe,070,0,28,0,22.302521118137932,19,both
Ripe,070,1,13,1,7.900929752190976,19,horizontal
